source_id,threshold_version,rule_id,field,expected_hit_rows,threshold_scope,comparison
SRC01,src01_raw_20260904_p99_v1,DQ05,area,34807,P99_BY_PROPERTY_TYPE,STRICT_GREATER_THAN
SRC01,src01_raw_20260904_p99_v1,DQ06,price_per_m2,32219,P99_BY_PROPERTY_TYPE,STRICT_GREATER_THAN
SRC01,src01_raw_20260904_p99_v1,DQ12,floor_count,6511,P99_BY_PROPERTY_TYPE,STRICT_GREATER_THAN
SRC01,src01_raw_20260904_p99_v1,DQ13,bedroom_count,14530,P99_BY_PROPERTY_TYPE,STRICT_GREATER_THAN
SRC01,src01_raw_20260904_p99_v1,DQ14,bathroom_count,11636,P99_BY_PROPERTY_TYPE,STRICT_GREATER_THAN
